#NGB ID	Accession ID	CNSA ID	Homogeneity	Seed color	Seedling size	Seedling cotyledon shape	Seedling cotyledon color	Seedling anthocyanin presence	Leaf shape cultivated material	Leaf shape wild material	Leaf thickness	Leaf blistering	Leaf margin undulation	Leaf venation	Leaf division	Leaf tip shape	Leaf color	Leaf color intensity	Leaf anthocyanin content	Leaf anthocyanin distribution	Leaf anthocyanin pattern	Leaf vein prickles presence	Leaf vein prickles extent	Incision of rosette leaves	Incision of cauline leaves	Side shoot formation tendency	Tipburn sensitivity	Plant diameter	Head shape	Head leafs overlap	Head height	Heart formation	Stem anthocyanin presence	Stem anthocyanin content	Stem prickles presence	Stem prickles extent	Flower color	Flower anthocyanin presence	Flowering time (day)	Sclerotinia sclerotiorum	Macros. euphorbiae field resistance	Macros. euphorbiae greenhouse test	Uroleucon sonchi	Pemphigus bursarius	Nasonovia ribisnigri nr:0 labtest	Tomato spotted wilt virus	Erysiphe cichoracearum	Bremia lactucae race 1	Bremia lactucae race 2	Bremia lactucae race 3	Bremia lactucae race 4	Bremia lactucae race 5	Bremia lactucae race 6	Bremia lactucae race 7	Bremia lactucae race 10	Bremia lactucae race 11	Bremia lactucae race 12	Bremia lactucae race 13	Bremia lactucae race 14	Bremia lactucae race 15	Bremia lactucae race 16	Bremia lactucae race 17	Bremia lactucae race 18	Bremia lactucae race 19	Bremia lactucae race 20	Bremia lactucae race 21	Bremia lactucae race 22	Bremia lactucae race 23	Bremia lactucae race 24	Bremia lactucae race 25	Bremia lactucae race 26	Bremia lactucae race 27	Bremia lactucae race 28	Bremia lactucae race 29	Bremia lactucae race 30	Bremia lactucae race 31	Bremia lactucae race s1	Bremia lactucae race sf1	Bremia lactucae race Cs9	Bremia lactucae race IL4	Bremia lactucae race tV	Bremia lactucae race CsK 12/81	Bremia lactucae race CsK 26/81	Bremia lactucae race CsK 27/81	Bremia lactucae race CsK 1/82	Bremia lactucae race CsK 2/82	Bremia lactucae race CsK 3/82	Bremia lactucae race CsK 4/82	Bremia lactucae race usA 92O47 	Bremia lactucae race usA 92D53-10	Bremia lactucae race usA 93D11	Bremia lactucae race usA 93D12	Bremia lactucae race usA 93D13	Bremia lactucae race usA 93D14	Bremia lactucae race Deu fs1	Bremia lactucae race Deu sR2	Bremia lactucae race Deu sAW1	Bremia lactucae race Deu DeG2	Bremia lactucae race field resistance	Bremia lactucae race 29/31/As-11	Bremia lactucae race 27/29/31
NGBLS00001	TKI-001	CNS0047843	homogeneous	white	large	broad elliptic to circular	light green	present	circular	--	--	intermediate	low	not flabellate	0	--	green	intermediate	low	localised	diffused	--	--	--	--	very low	low	high	circular	half overlap (leafs touching on top)	low	intermediate	--	--	--	--	--	present	--	9	--	1384	1761	1	--	1	0	--	1	1	5	--	1	9	9	9	9	--	1	1	8	1	8	1	9	9	9	9	7	--	--	--	--	--	--	--	5	--	--	1	9	--	7	9	1	7	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00002	TKI-002	CNS0047569	homogeneous	black	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	intermediate	high	circular	half overlap (leafs touching on top)	low	high	--	--	--	--	--	--	--	--	--	936	1379	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00003	TKI-003	CNS0047893	homogeneous	white	large	broad elliptic to circular	light green	present	transverse broad elliptic	--	--	high	low	not flabellate	0	--	red	intermediate	intermediate	uniform	diffused	--	--	--	--	very low	intermediate	intermediate	circular	complete overlap	low	high	--	--	--	--	--	present	111	--	--	--	--	--	--	4	--	9	9	9	9	1	9	9	9	9	9	--	9	1	1	1	1	9	--	1	9	1	1	1	--	9	--	--	--	--	9	1	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00004	TKI-004	CNS0047868	homogeneous	white	--	broad elliptic to circular	light green	present	transverse broad elliptic	--	--	low	low	not flabellate	0	--	gray	intermediate	low	localised	diffused	--	--	--	--	--	low	high	circular	complete overlap	low	intermediate	--	intermediate	--	--	yellow	present	--	9	--	701	1425	5	--	--	--	9	9	9	9	9	9	9	5	9	9	8	9	9	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00005	TKI-006	CNS0047930	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	light	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	high	circular	complete overlap	low	high	--	--	--	--	yellow	absent	115	--	5	--	--	5	--	--	--	8	--	9	9	7	9	9	9	9	9	9	9	9	9	--	9	--	9	9	8	9	9	9	--	--	--	--	--	--	9	9	7	9	9	--	1	1	9	1	1	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00006	TKI-007	CNS0047549	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	--	intermediate	very low	--	--	--	--	--	--	very low	low	intermediate	circular	complete overlap	low	very high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	9	1	1	8	1	9	9	2	1	1	9	9	9	1	3	9	9	9	3	9	3	--	--	--	--	--	--	--	9	1	1	--	9	--	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00007	TKI-008	CNS0047674	homogeneous	white	--	broad elliptic to circular	--	absent	circular	--	--	low	low	not flabellate	0	--	green	light	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	high	high	broad elliptic	half overlap (leafs touching on top)	intermediate	intermediate	--	--	--	--	--	absent	111	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00008	TKI-009	CNS0047716	homogeneous	white	--	broad elliptic to circular	--	absent	circular	--	--	high	low	not flabellate	0	--	--	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	high	circular	complete overlap	low	intermediate	--	--	--	--	yellow	absent	--	--	--	--	--	--	--	--	--	1	9	9	9	1	9	1	5	9	9	7	9	9	8	9	9	9	9	9	9	--	9	--	--	--	--	--	--	--	9	9	7	7	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00009	TKI-011	CNS0047796	homogeneous	white	--	broad elliptic to circular	--	present	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	yellow	intermediate	low	localised	diffused	--	--	--	--	very low	low	intermediate	circular	half overlap (leafs touching on top)	low	high	--	--	--	--	--	present	115	--	--	--	--	--	--	3	--	9	9	1	7	1	9	9	9	7	1	1	9	9	8	1	9	8	9	9	9	9	9	--	--	--	--	--	--	--	1	1	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00010	TKI-013	CNS0047582	homogeneous	black	--	broad elliptic to circular	--	present	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	red	intermediate	high	uniform	diffused	--	--	--	--	very low	--	low	broad elliptic	half overlap (leafs touching on top)	low	high	--	--	--	--	--	--	--	--	--	--	--	--	--	2	--	1	9	9	9	1	9	1	7	7	9	9	9	9	9	9	9	9	9	9	9	7	9	--	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00011	TKI-014	CNS0047917	homogeneous	white	large	broad elliptic to circular	light green	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	--	very low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	absent	--	9	--	--	--	--	--	4	--	9	9	9	9	7	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00012	TKI-016	CNS0047846	homogeneous	black	large	broad elliptic to circular	medium green	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	low	intermediate	circular	half overlap (leafs touching on top)	low	high	--	--	--	--	--	absent	--	9	--	--	--	--	--	--	--	9	9	9	9	8	9	9	9	9	9	9	9	9	8	9	8	9	9	9	9	9	7	--	--	--	--	--	--	--	8	9	6	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00013	TKI-017	CNS0047533	homogeneous	white	--	broad elliptic to circular	--	absent	circular	--	--	low	low	not flabellate	0	--	green	dark	very low	--	--	--	--	--	--	very low	low	high	circular	complete overlap	low	intermediate	--	--	--	--	--	--	--	--	--	976	1078	--	--	--	--	1	1	1	1	1	1	7	9	1	1	9	1	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00014	TKI-019	CNS0047940	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	light	very low	no anthocyanin	no anthocyanin	--	--	--	--	--	low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	1	9	1	1	1	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	3	3	1	3	3	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00015	TKI-020	CNS0047820	homogeneous	white	--	broad elliptic to circular	light green	absent	circular	--	--	low	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	intermediate	high	circular	complete overlap	low	intermediate	--	--	--	--	--	absent	--	--	--	--	--	5	--	--	--	9	9	1	--	1	9	9	5	3	1	1	9	9	8	1	9	9	9	9	9	9	9	--	--	--	--	--	--	--	1	1	9	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00016	TKI-021	CNS0047518	homogeneous	black	--	broad elliptic to circular	light green	absent	circular	--	--	intermediate	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	low	intermediate	circular	half overlap (leafs touching on top)	low	high	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	8	9	9	5	5	9	9	9	7	9	7	9	9	9	9	9	9	9	9	8	9	--	9	--	--	--	--	--	--	9	9	9	9	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00017	TKI-022	CNS0047839	homogeneous	white	--	broad elliptic to circular	light green	absent	broad elliptic	--	--	low	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	very low	intermediate	circular	half overlap (leafs touching on top)	low	intermediate	--	--	--	--	--	absent	--	--	3	516	--	--	--	--	--	1	1	--	9	--	1	9	9	1	1	2	1	8	9	9	--	1	8	--	9	9	8	9	4	9	9	--	--	--	1	9	4	9	9	--	7	1	1	7	3	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00018	TKI-023	CNS0047632	homogeneous	white	--	broad elliptic to circular	light green	absent	transverse broad elliptic	--	--	high	low	not flabellate	0	--	yellow	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	intermediate	circular	half overlap (leafs touching on top)	low	very high	--	--	--	--	--	absent	--	--	--	--	--	4	--	--	--	9	8	9	8	1	9	9	9	9	9	8	9	1	1	9	1	9	1	1	9	1	1	--	--	--	--	--	--	--	9	9	5	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00019	TKI-024	CNS0047560	homogeneous	black	--	broad elliptic to circular	light green	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	light	very low	--	--	--	--	--	--	very low	low	intermediate	circular	half overlap (leafs touching on top)	low	high	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	7	9	--	9	9	9	9	9	9	7	9	9	7	--	9	9	8	9	9	8	9	9	--	--	--	--	--	--	9	9	9	9	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00020	TKI-025	CNS0047544	homogeneous	white	--	broad elliptic to circular	light green	absent	broad elliptic	--	--	low	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	very low	high	circular	half overlap (leafs touching on top)	low	intermediate	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	--	--	--	1	9	1	9	9	1	1	9	1	9	9	1	3	1	9	9	3	5	5	--	--	--	--	--	--	--	9	9	3	1	9	--	7	1	1	7	3	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00021	TKI-026	CNS0047688	homogeneous	black	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	low	intermediate	transverse broad elliptic	half overlap (leafs touching on top)	low	very high	--	--	--	--	yellow	absent	--	--	--	--	--	--	--	4	--	--	9	1	1	7	1	9	8	2	1	9	9	9	9	8	1	9	9	9	1	9	1	--	--	--	--	--	--	--	9	9	5	1	7	--	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00022	TKI-027	CNS0047763	homogeneous	white	--	broad elliptic to circular	--	absent	circular	--	--	intermediate	low	not flabellate	0	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	absent	115	--	--	--	--	--	--	--	--	1	1	1	1	1	9	1	1	1	1	1	9	9	9	1	8	--	9	9	9	9	9	--	--	--	--	--	--	--	--	1	9	9	1	--	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00023	TKI-028	CNS0047506	homogeneous	white	--	broad elliptic to circular	--	absent	circular	--	--	low	low	not flabellate	0	--	green	light	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	very low	intermediate	circular	half overlap (leafs touching on top)	low	intermediate	--	--	--	--	yellow	absent	--	--	--	--	--	--	--	--	--	--	1	1	1	1	9	--	1	2	1	1	9	9	9	1	8	1	9	9	9	9	9	--	--	--	--	--	--	--	1	9	8	9	1	--	1	1	1	1	1	9	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00024	TKI-029	CNS0047949	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	yellow	dark	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	absent	111	9	--	--	--	--	--	4	--	--	9	9	5	7	9	7	7	9	7	9	9	9	7	--	9	--	9	9	9	9	9	--	--	--	--	--	--	--	9	9	9	9	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00025	TKI-030	CNS0047872	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	9	9	9	7	9	9	9	--	9	8	9	9	9	9	9	--	9	9	8	9	9	9	--	--	--	--	--	--	9	7	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00026	TKI-031	CNS0047767	homogeneous	white	--	broad elliptic to circular	--	absent	circular	--	--	intermediate	low	not flabellate	0	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	very low	intermediate	--	half overlap (leafs touching on top)	low	intermediate	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	9	1	1	9	1	9	9	3	1	9	9	9	9	1	1	9	9	9	1	7	1	--	--	--	--	--	--	--	9	9	5	1	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00027	TKI-032	CNS0047733	homogeneous	white	--	broad elliptic to circular	light green	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	very low	intermediate	transverse broad elliptic	half overlap (leafs touching on top)	low	very high	--	--	--	--	--	absent	--	9	--	1440	1596	--	--	--	--	9	9	9	9	7	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	9	7	--	--	--	--	--	--	--	9	9	8	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00028	TKI-033	CNS0047951	homogeneous	black	--	broad elliptic to circular	light green	absent	obovate	--	--	high	low	not flabellate	0	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	low	high	--	half overlap (leafs touching on top)	intermediate	low	--	--	--	--	--	absent	115	--	--	--	--	--	--	2	--	9	9	1	8	1	9	9	5	3	1	1	9	9	9	8	9	9	9	9	9	--	9	--	--	--	--	--	--	--	1	9	5	9	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00029	TKI-034	CNS0047602	homogeneous	black	--	broad elliptic to circular	--	--	circular	--	--	intermediate	low	not flabellate	0	--	red	intermediate	high	uniform	diffused	--	very low	--	--	very low	--	high	broad elliptic	half overlap (leafs touching on top)	intermediate	high	--	--	--	very low	yellow	present	--	9	--	--	--	--	--	--	--	9	9	9	9	9	9	9	9	7	9	9	9	9	9	9	9	9	9	9	9	7	9	9	--	--	--	--	--	--	9	9	9	9	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00030	TKI-035	CNS0047758	homogeneous	black	--	broad elliptic to circular	--	absent	transverse elliptic	--	--	intermediate	low	flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	very low	low	transverse broad elliptic	half overlap (leafs touching on top)	low	very high	--	--	--	--	--	absent	--	9	--	--	--	5	--	--	--	9	9	9	9	9	9	9	5	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00031	TKI-036	CNS0047756	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	--	--	green	light	very low	--	--	--	--	--	--	very low	low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	--	--	--	9	1031	1537	5	--	1	--	1	9	9	1	1	--	--	9	9	9	1	9	1	9	1	9	--	9	9	9	9	9	--	--	--	--	--	--	--	9	2	9	1	9	--	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00032	TKI-037	CNS0047567	homogeneous	white	--	--	medium green	present	obovate	--	--	high	low	not flabellate	0	--	green	light	low	localised	diffused	--	--	--	--	intermediate	intermediate	high	elliptic	half overlap (leafs touching on top)	intermediate	low	--	--	--	--	--	present	--	--	--	--	--	1	--	3	--	--	9	1	9	1	9	--	--	--	1	1	2	--	1	9	9	9	1	3	9	1	1	--	--	--	--	--	--	--	1	1	9	--	--	--	1	1	1	--	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00033	TKI-038	CNS0047625	homogeneous	white	--	--	light green	absent	transverse broad elliptic	--	--	high	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	high	high	circular	half overlap (leafs touching on top)	low	high	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00034	TKI-039	CNS0047589	homogeneous	white	--	broad elliptic to circular	medium green	absent	circular	--	--	intermediate	low	not flabellate	0	--	green	dark	very low	--	--	--	--	--	--	very low	very low	high	circular	half overlap (leafs touching on top)	low	intermediate	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	--	1	1	8	2	1	9	9	1	1	1	1	9	9	9	9	1	9	9	9	9	9	--	--	--	--	--	--	--	1	9	7	9	9	--	7	1	1	7	3	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00035	TKI-040	CNS0047514	homogeneous	white	--	broad elliptic to circular	light green	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	light	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	very low	intermediate	circular	complete overlap	low	very high	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	1	1	1	1	--	1	9	9	1	2	9	1	9	9	1	1	--	9	9	1	9	1	--	--	--	--	--	--	--	8	7	5	1	9	--	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00036	TKI-041	CNS0047785	homogeneous	black	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	light	very low	--	--	--	--	--	--	very low	low	high	circular	half overlap (leafs touching on top)	low	very high	--	--	--	--	--	--	--	--	5	--	--	--	--	--	--	1	1	1	1	1	1	1	--	1	1	1	1	1	1	9	1	--	--	1	9	1	8	--	--	--	--	--	--	--	1	1	9	1	1	--	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	9	--
NGBLS00037	TKI-042	CNS0047722	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	light	very low	--	--	--	--	--	--	very low	--	intermediate	circular	complete overlap	low	high	--	--	--	--	--	absent	--	--	--	--	--	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00038	TKI-043	CNS0047838	homogeneous	white	--	broad elliptic to circular	--	present	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	intermediate	low	localised	diffused and spotted	--	--	--	--	very low	--	intermediate	broad elliptic	half overlap (leafs touching on top)	low	low	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00039	TKI-044	CNS0047657	homogeneous	black	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	light	very low	--	--	--	--	--	--	very low	low	intermediate	circular	half overlap (leafs touching on top)	low	high	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00040	TKI-045	CNS0047782	homogeneous	black	--	broad elliptic to circular	--	absent	circular	--	--	low	low	not flabellate	0	--	gray	intermediate	very low	--	--	--	--	--	--	very low	very low	intermediate	circular	half overlap (leafs touching on top)	low	intermediate	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	1	1	--	1	1	1	1	1	7	7	--	1	1	7	2	9	1	--	5	1	7	8	--	--	--	--	--	--	--	5	1	5	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00041	TKI-046	CNS0047749	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	--	--	green	light	very low	--	--	--	--	--	--	very low	very low	high	circular	half overlap (leafs touching on top)	low	high	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00042	TKI-047	CNS0047638	homogeneous	black	--	broad elliptic to circular	--	absent	circular	--	--	low	low	not flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	low	high	circular	complete overlap	intermediate	intermediate	--	--	--	--	--	absent	--	9	--	--	--	--	--	--	--	--	9	--	9	9	9	9	1	9	9	9	9	9	9	8	9	9	9	9	9	8	9	--	--	--	--	--	--	--	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00043	TKI-048	CNS0047925	homogeneous	white	--	broad elliptic to circular	--	present	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	light	low	localised	diffused	--	--	--	--	low	--	intermediate	circular	complete overlap	low	high	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	9	9	9	9	9	9	9	9	9	9	1	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	9	1	1	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00044	TKI-049	CNS0047568	homogeneous	black	--	broad elliptic to circular	--	--	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	intermediate	low	localised	diffused	--	--	--	--	very low	intermediate	intermediate	--	half overlap (leafs touching on top)	low	very high	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	9	9	9	1	5	7	9	9	--	9	9	7	9	9	9	9	--	9	9	9	9	9	9	--	--	--	--	--	--	9	6	5	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00045	TKI-050	CNS0047611	homogeneous	white	--	broad elliptic to circular	--	absent	circular	--	--	high	low	not flabellate	0	--	yellow	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	--	high	circular	complete overlap	intermediate	intermediate	--	--	--	--	--	absent	115	--	--	--	--	--	--	--	--	1	9	9	9	1	9	1	9	--	7	--	7	1	1	3	1	--	1	1	9	1	1	--	--	--	--	--	--	--	9	3	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00046	TKI-051	CNS0047598	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	yellow	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	very low	intermediate	circular	complete overlap	low	high	--	--	--	--	yellow	absent	115	--	--	--	--	--	--	--	--	1	--	1	--	--	--	--	--	--	1	--	--	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00047	TKI-053	CNS0047629	homogeneous	black	--	broad elliptic to circular	--	absent	circular	--	--	intermediate	low	not flabellate	0	--	green	light	very low	--	--	--	--	--	--	very low	low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
